objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
11,False,1979.486.2,1979,False,,,[],"[{'constituentID': 1079, 'role': 'Maker', 'name': 'Christian Gobrecht', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500077295', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5109648', 'gender': ''}]",The American Wing,Coin,Two-and-a-half-dollar Liberty Head Coin,,,,,,Maker,,Christian Gobrecht,1785–1844,,"Gobrecht, Christian",American,1785,1844,,https://www.wikidata.org/wiki/Q5109648,http://vocab.getty.edu/page/ulan/500077295,1907,1907,1907,Gold,Dimensions unavailable,"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.7}}]","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2024-08-14T04:52:51.407Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/11,,,False,
12,False,1979.486.7,1979,False,,,[],"[{'constituentID': 164292, 'role': 'Maker', 'name': 'James Barton Longacre', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500011409', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q3806459', 'gender': ''}]",The American Wing,Coin,Twenty-dollar Liberty Head Coin,,,,,,Maker,,James Barton Longacre,"American, Delaware County, Pennsylvania 1794–1869 Philadelphia, Pennsylvania",,"Longacre, James Barton",American,1794,1869,,https://www.wikidata.org/wiki/Q3806459,http://vocab.getty.edu/page/ulan/500011409,1876,1876,1876,Gold,Dimensions unavailable,"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.7}}]","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2024-08-14T04:52:51.407Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/12,,,False,
13,False,1979.486.4,1979,False,,,[],"[{'constituentID': 1080, 'role': 'Maker', 'name': 'Bela Lyon Pratt', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500095555', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q4881787', 'gender': ''}]",The American Wing,Coin,Five-dollar Indian Head Coin,,,,,,Maker,,Bela Lyon Pratt,1867–1917,,"Pratt, Bela Lyon",American,1867,1917,,https://www.wikidata.org/wiki/Q4881787,http://vocab.getty.edu/page/ulan/500095555,1910,1910,1910,Gold,Dimensions unavailable,"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.7}}]","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2024-08-14T04:52:51.407Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/13,,,False,
14,False,1979.486.5,1979,False,,,[],"[{'constituentID': 1079, 'role': 'Maker', 'name': 'Christian Gobrecht', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500077295', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5109648', 'gender': ''}]",The American Wing,Coin,Five-dollar Liberty Head Coin,,,,,,Maker,,Christian Gobrecht,1785–1844,,"Gobrecht, Christian",American,1785,1844,,https://www.wikidata.org/wiki/Q5109648,http://vocab.getty.edu/page/ulan/500077295,1907,1907,1907,Gold,Dimensions unavailable,"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.7}}]","Gift of Heinz L. Stoppelmann, 1979",,,,,,,,,,,,,,,2024-08-14T04:52:51.407Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/14,,,False,
15,False,16.74.49,1916,False,,,[],,The American Wing,Coin,"Coin, 1/2 Real",Mexican,,,,,,,,,,,,,,,,,1665–1700,1665,1700,Silver,Diam. 1/2 in. (1.3 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.27}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/15,,,False,
16,False,16.74.27,1916,False,,,[],,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 2.8575}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/16,,,False,
17,False,16.74.28,1916,False,,,[],,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1867,1867,1867,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 2.8575}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/17,,,False,
18,False,16.74.29,1916,False,,,[],,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1860,1860,1860,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 2.8575}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/18,,,False,
19,False,16.74.30,1916,False,,,[],,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1859,1859,1859,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 2.9}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/19,,,False,
20,False,16.74.31,1916,False,,,[],,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1860,1860,1860,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 2.9}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/20,,,False,
21,False,16.74.32,1916,False,,,[],,The American Wing,Peso,"Coin, 1/4 Peso",Mexican,,,,,,,,,,,,,,,,,1859,1859,1859,Bronze or copper,Diam. 1 1/8 in. (2.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 2.9}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/21,,,False,
22,False,16.74.43,1916,False,,,[],,The American Wing,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,,,,,,,,,,,,1881,1881,1881,Silver,Diam. 1/2 in. (1.3 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.27}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Guatemala,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/22,,,False,
23,False,16.74.44,1916,False,,,[],,The American Wing,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,,,,,,,,,,,,1878,1878,1878,Silver,Diam. 1/2 in. (1.3 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.27}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Guatemala,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/23,,,False,
24,False,16.74.33,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/24,,,False,
25,False,16.74.34,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/25,,,False,
26,False,16.74.35,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/26,,,False,
27,False,16.74.36,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/27,,,False,
28,False,16.74.38,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/28,,,False,
29,False,16.74.39,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1860–70,1860,1870,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/29,,,False,
30,False,16.74.37,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1885,1885,1885,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/30,,,False,
31,False,16.74.40,1916,False,,,[],,The American Wing,Centavos,"Coin, 10 Centavos",Mexican,,,,,,,,,,,,,,,,,1885,1885,1885,Nickel,Diam. 3/4 in. (1.9 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 1.905}}]","Gift of Mrs. Russell Sage, 1916",Made in,,,,Mexico,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/31,,,False,
32,False,09.9.15,1909,False,,,[],,The American Wing,Pesos,"Coin, 20 Pesos",Mexican,,,,,,,,,,,,,,,,,1866,1866,1866,Gold,Diam. 2 1/8 in. (5.4 cm),"[{'elementName': 'Other', 'elementDescription': 'Object diameter', 'elementMeasurements': {'Diameter': 5.3975}}]","Gift of H. R. Ickelheimer, 1909",Made in,,,,Mexico,,,,,,,,,,2023-11-09T04:56:44.023Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/32,,,False,
33,False,64.62,1964,False,,,[],"[{'constituentID': 164590, 'role': 'Maker', 'name': 'James Gillinder and Sons', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500524407', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q99264077', 'gender': ''}]",The American Wing,Bust,Bust of Abraham Lincoln,American,,,,,Maker,,James Gillinder and Sons,"American, 1861–ca. 1930",,"Gillinder and Sons, James",American,1861,1930,,https://www.wikidata.org/wiki/Q99264077,http://vocab.getty.edu/page/ulan/500524407,1876,1876,1876,Pressed glass,2 3/4 x 3 1/2 x 2 3/4 in. (7 x 8.9 x 7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 7, 'Height': 7, 'Width': 8.9}}]","Gift of Teunis G. B. Cortelyou, 1964",Made in,Philadelphia,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/33,"[{'term': 'Abraham Lincoln', 'AAT_URL': 'http://vocab.getty.edu/page/ulan/500344436', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q91'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q116250677,False,774
34,False,1970.289.6,1970,True,https://images.metmuseum.org/CRDImages/ad/original/204788.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/204788.jpg,[],"[{'constituentID': 1082, 'role': 'Maker', 'name': 'Forestville Manufacturing Company', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Clock,Acorn Clock,American,,,,,Maker,,Forestville Manufacturing Company,1835–1853,,Forestville Manufacturing Company,American,1835,1853,,,,1847–50,1847,1850,"Mahogany, laminated",24 3/8 x 14 5/8 x 5 1/8 in. (61.9 x 37.1 x 13 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 13.0175, 'Height': 61.9, 'Width': 37.1}}]","Gift of Mrs. Paul Moore, 1970",Made in,Bristol,Connecticut,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/34,"[{'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q116373732,False,774
35,True,04.1a–c,1904,False,,,[],"[{'constituentID': 1083, 'role': 'Designer', 'name': 'Designed by Paulding Farnham', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500336597', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q13476260', 'gender': ''}, {'constituentID': 162539, 'role': 'Manufacturer', 'name': 'Manufactured by Tiffany &amp; Co.', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500330306', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1066858', 'gender': ''}]",The American Wing,Vase,The Adams Vase,American,,,,,Designer,Designed by,Paulding Farnham,1859–1927,,"Farnham, Paulding",American,1859,1927,,https://www.wikidata.org/wiki/Q13476260,http://vocab.getty.edu/page/ulan/500336597,1893–95,1893,1895,"Gold, amethysts, spessartites, tourmalines, fresh water pearls, quartzes, rock crystal, and enamel","Overall: 19 7/16 x 13 x 9 1/4 in. (49.4 x 33 x 23.5 cm); 352 oz. 18 dwt. (10977 g)
Body: H. 18 7/8 in. (47.9 cm)
Cover: 4 1/4 x 4 13/16 in. (10.8 x 12.2 cm); 19 oz. 6 dwt. (600.1 g)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 23.495, 'Height': 49.3713, 'Weight': 10.977, 'Width': 33}}, {'elementName': 'Other', 'elementDescription': 'Cover', 'elementMeasurements': {'Diameter': 12.2238, 'Height': 10.795, 'Weight': 0.6001}}, {'elementName': 'Other', 'elementDescription': 'Body', 'elementMeasurements': {'Height': 47.9426}}]","Gift of Edward D. Adams, 1904",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2025-01-30T04:54:21.21Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/35,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Garlands', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300167386', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q756600'}]",https://www.wikidata.org/wiki/Q83545838,True,706
36,False,1976.319,1976,False,,,[],"[{'constituentID': 1085, 'role': 'Maker', 'name': 'Conrad Henninger', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Side Chair,Side Chair,American,,,,,Maker,,Conrad Henninger,active ca. 1888–1932,,"Henninger, Conrad",American,1885,1932,,,,ca. 1887,1884,1887,"Oak, tulip poplar",40 x 25 1/2 x 34 1/2 in. (101.6 x 64.8 x 87.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 87.6302, 'Height': 101.6, 'Width': 64.8}}]","Gift of Charlotte Pickman-Gertz, 1976",Made in,Lebanon,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2024-02-21T04:57:45.157Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/36,,https://www.wikidata.org/wiki/Q116373733,False,774
